index,source_file,source_local_index,start_seconds,end_seconds,duration_seconds,text,filename,path
11,06e_und6-C8.m4a,11,179.423,197.365,17.942,時にもう一億はいらないか二十歳だよっていう人がほとんどだったので。びっくりしました。年収が良かったからさ接待されたら接待したりさ。それを過ごしてきてるから。もうもうどうせやったら思わない。その今一億もらったとしたら何に使いたいですか。それは旅行だよ。それは海外ですかね。そうそうそう。,000011_時にもう一億はいらないか二十歳だよっていう人がほとんどだったので。びっくりしました。年収が良かったからさ接待.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000011_時にもう一億はいらないか二十歳だよっていう人がほとんどだったので。びっくりしました。年収が良かったからさ接待.wav
12,06e_und6-C8.m4a,12,197.365,215.307,17.942,どこをお勧めです。俺ヨーロッパ好きな特にイタリアとかフランスが好きでさ。だから今会員になったんだけど、インクルーズっていうで大型客船ね。はいはいはい。うん、行こうかと思って入ったんで。船の旅行ってなんか憧れますよね。こうゆったりとね。うん。,000012_どこをお勧めです。俺ヨーロッパ好きな特にイタリアとかフランスが好きでさ。だから今会員になったんだけど、インク.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000012_どこをお勧めです。俺ヨーロッパ好きな特にイタリアとかフランスが好きでさ。だから今会員になったんだけど、インク.wav
13,06e_und6-C8.m4a,13,215.307,233.249,17.942,送るときはそんな時間ないから、確かに、確かに、と今思ってさ、確かに、一足の払ってる。そうなんですね。払ってるけど半分ぐらいで行けるから。ああ、もうゆっくりしたいよね。のんびりさ、いやいやこの年になるとさ。したら最後に、今の若者に向けてアドバイスとかメッセージ。,000013_送るときはそんな時間ないから、確かに、確かに、と今思ってさ、確かに、一足の払ってる。そうなんですね。払ってる.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000013_送るときはそんな時間ないから、確かに、確かに、と今思ってさ、確かに、一足の払ってる。そうなんですね。払ってる.wav
14,06e_und6-C8.m4a,14,233.249,251.192,17.942,隣の言葉でいただけたらなって思うんですけど、いやその時代、時代で若い人はみんな頑張ってるんじゃないかと思うよ。もう時代が違うじゃん。ま話題とかで言うと、nisaとか流行ってるじゃないですか？お父さん的にはnisaま投資した方がいいよ。っていう墓貯金の方が大事だっていう墓どちらですかね？いやいや、それは。,000014_隣の言葉でいただけたらなって思うんですけど、いやその時代、時代で若い人はみんな頑張ってるんじゃないかと思うよ.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000014_隣の言葉でいただけたらなって思うんですけど、いやその時代、時代で若い人はみんな頑張ってるんじゃないかと思うよ.wav
15,06e_und6-C8.m4a,15,251.192,269.134,17.942,興味があればニーサとかいいんじゃない？俺はそんなのもそんなにお金持ってたってさ。そこまでしなくていいや。ただ株とね。金だけは昔からやってるからさ。今バンバン上がってきてる株式投資されてるんですか？あ、そうなんですね。でも、お父さんの商社の時の現役の最高年収って。,000015_興味があればニーサとかいいんじゃない？俺はそんなのもそんなにお金持ってたってさ。そこまでしなくていいや。ただ.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000015_興味があればニーサとかいいんじゃない？俺はそんなのもそんなにお金持ってたってさ。そこまでしなくていいや。ただ.wav
16,06e_und6-C8.m4a,16,269.134,287.076,17.942,どれぐらいなんですか?。一千八百万かな?。今のじゃ資産で言うと、どれぐらい合計であるんですか?。もう、これで言うと、一億ちょっとダメ。いや、というのは俺、一回離婚してるから、半分持ってかれてるから。ああ、さっき六十五歳ぐらいの時にさ、うん、半分持ってかれてるから。いい、半分持ってかれても。,000016_どれぐらいなんですか_。一千八百万かな_。今のじゃ資産で言うと、どれぐらい合計であるんですか_。もう、これで.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000016_どれぐらいなんですか_。一千八百万かな_。今のじゃ資産で言うと、どれぐらい合計であるんですか_。もう、これで.wav
17,06e_und6-C8.m4a,17,287.076,305.018,17.942,一億円以上はあるってことですね、資産は。それはその一億ぐらいはもう、あの半分、半分でもあったり。ええ、すごいですね。ただ、マンションも売って、また半分戻さないとなれて、やって一億ぐらいは残りましたよ。なるほど、なるほど。それで離婚したから、どうしてもさ、あの、しなくとかそっち行っちゃう。,000017_一億円以上はあるってことですね、資産は。それはその一億ぐらいはもう、あの半分、半分でもあったり。ええ、すごい.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000017_一億円以上はあるってことですね、資産は。それはその一億ぐらいはもう、あの半分、半分でもあったり。ええ、すごい.wav
18,06e_und6-C8.m4a,18,305.018,322.961,17.942,使いまくって、遊びでやってますね。それちょっと軽い失敗エピソードかもしれないですね。いやでもね、一人になると、やっぱ、寒さとさ。うん。いろんな人と飲み屋であったりさ。まあ、歌ないかも歌うんだけど。うん。それが。,000018_使いまくって、遊びでやってますね。それちょっと軽い失敗エピソードかもしれないですね。いやでもね、一人になると.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000018_使いまくって、遊びでやってますね。それちょっと軽い失敗エピソードかもしれないですね。いやでもね、一人になると.wav
19,06e_und6-C8.m4a,19,322.961,340.903,17.942,やっぱりなんていうか気分転換じゃないか気分転換っていうかだろうなと思ってますね。そうスナックっていうのはそれこそ男だからその女の子にこう喋りたいなとか。起こすお酒ですかどっちかといえば。いややっぱり雰囲気が好き、お酒弱いんだけど雰囲気が。,000019_やっぱりなんていうか気分転換じゃないか気分転換っていうかだろうなと思ってますね。そうスナックっていうのはそれ.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000019_やっぱりなんていうか気分転換じゃないか気分転換っていうかだろうなと思ってますね。そうスナックっていうのはそれ.wav
20,06e_und6-C8.m4a,20,340.903,358.845,17.942,好きなんだと思います。そうなんですね。確かにね。すごいおしゃれというか、ゆったり、まあ、それこそさっきの船のもそうですけど、ゆったりした感じもあるし。彼女三人いるからさ。そうなんですか。そこはしっかりしてた。あ、今、今ですか。すごい元気ですね。元気っていうか。,000020_好きなんだと思います。そうなんですね。確かにね。すごいおしゃれというか、ゆったり、まあ、それこそさっきの船の.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000020_好きなんだと思います。そうなんですね。確かにね。すごいおしゃれというか、ゆったり、まあ、それこそさっきの船の.wav
21,06e_und6-C8.m4a,21,358.845,376.787,17.942,楽しいじゃん。いやあ、めちゃめちゃいいと思います。で、僕理想的だなって思って分かりました。すいません。ご協力いただいて、あのお菓子買ってきてるんすよ。羊羹とどら焼きとお牡蠣とかもしお好きであれば、どら焼きで全然そんなお高いものじゃないんですけど、すいません。これで。,000021_楽しいじゃん。いやあ、めちゃめちゃいいと思います。で、僕理想的だなって思って分かりました。すいません。ご協力.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000021_楽しいじゃん。いやあ、めちゃめちゃいいと思います。で、僕理想的だなって思って分かりました。すいません。ご協力.wav
22,06e_und6-C8.m4a,22,376.787,394.730,17.942,すいませんお時間いただきまして参考になりました。ありがとうございます。今のお姉さんのお年齢聞いていいですか？七十七歳です。今年金ってもらわれてますか?。年金の受給額聞いていいですか?。二か月で三十万ぐらいです。その年金額っていうのは結構十分にもうもらってるなっていう感覚あります。,000022_すいませんお時間いただきまして参考になりました。ありがとうございます。今のお姉さんのお年齢聞いていいですか？.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000022_すいませんお時間いただきまして参考になりました。ありがとうございます。今のお姉さんのお年齢聞いていいですか？.wav
23,06e_und6-C8.m4a,23,394.730,412.672,17.942,いや、足りませんよ。年金制度が作られたのは今と上限違うんですよね。あの平均寿命が70代ぐらいだと思っていた時だし、あのその頃は若い人も多かったでしょ。だから多分今違いますし、私もらってるけど申し訳ないだと思いますね。ちなみに何歳ぐらいから受給の方はされたんです。,000023_いや、足りませんよ。年金制度が作られたのは今と上限違うんですよね。あの平均寿命が70代ぐらいだと思っていた時.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000023_いや、足りませんよ。年金制度が作られたのは今と上限違うんですよね。あの平均寿命が70代ぐらいだと思っていた時.wav
24,06e_und6-C8.m4a,24,412.672,430.614,17.942,65ですかね。お姉さんの過去のご職業とかって、競争関係だったんですけど、結婚して辞めて、それからずっと専任お主婦に行っていて、と主人が会社やってました。無給でやってたんですけど、何年か前からお給料もらって、ともなくなりましたけど、お給料もらってるんですよ。だからやってるんです。あ、8時ぐらいに。,000024_65ですかね。お姉さんの過去のご職業とかって、競争関係だったんですけど、結婚して辞めて、それからずっと専任お.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000024_65ですかね。お姉さんの過去のご職業とかって、競争関係だったんですけど、結婚して辞めて、それからずっと専任お.wav
25,06e_und6-C8.m4a,25,430.614,448.557,17.942,だったらもうババアやめろって言われるかもしれない。ご主人様の自営業の業種っていうのはどういうものになるんですか。まあ製造ですね、工場でものに作って、そしたらお姉さんそこの経理とかをやられて。今は経理やってます。いつ組になるかわかんないんですけど、息子がちょっとね、あの、ついでくれてます。会社は。,000025_だったらもうババアやめろって言われるかもしれない。ご主人様の自営業の業種っていうのはどういうものになるんです.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000025_だったらもうババアやめろって言われるかもしれない。ご主人様の自営業の業種っていうのはどういうものになるんです.wav
26,06e_und6-C8.m4a,26,448.557,466.499,17.942,家の方は続いてるっていうことなんですよ。だから年金では食べていけないけど、今お給料もらってるのでやっていけるんですけど、だからどうしても貯蓄をして生活力なくなっちゃうでしょう。老後どのようにね、大変だと思いますよ。特に若い人は、まあ年金もらえないと言ってるので。,000026_家の方は続いてるっていうことなんですよ。だから年金では食べていけないけど、今お給料もらってるのでやっていける.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000026_家の方は続いてるっていうことなんですよ。だから年金では食べていけないけど、今お給料もらってるのでやっていける.wav
27,06e_und6-C8.m4a,27,466.499,484.441,17.942,でも国としてはやっぱり予算も大事だからみんな欲しいとは言っても私の考えはやっぱり子供育てにお金かかると言うんですけど子供で二十年後にはその人たちがあのかけれるか一番の問題は子供をやっぱり増やすことではないかなって。,000027_でも国としてはやっぱり予算も大事だからみんな欲しいとは言っても私の考えはやっぱり子供育てにお金かかると言うん.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000027_でも国としてはやっぱり予算も大事だからみんな欲しいとは言っても私の考えはやっぱり子供育てにお金かかると言うん.wav
28,06e_und6-C8.m4a,28,484.441,502.383,17.942,私は思うんですよ。ただ、あの娘も言ってましたが、子供を産む年齢が今高くなってるんですけど、30ぐらいで産むのは遅いって言いましたら、就職してすぐだったら自分の能力がないから、そこで1年目で赤ちゃん産んで産休取ったりすると戻れないから、やっぱり30ぐらいまでにキャリアアップして力つけ。,000028_私は思うんですよ。ただ、あの娘も言ってましたが、子供を産む年齢が今高くなってるんですけど、30ぐらいで産むの.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000028_私は思うんですよ。ただ、あの娘も言ってましたが、子供を産む年齢が今高くなってるんですけど、30ぐらいで産むの.wav
29,06e_und6-C8.m4a,29,502.383,520.326,17.942,本当埋めないとかやっているんですよ。20代で子供を埋めばって言ったら、お母さんそれは無理だよ。あの女性も力持って会社にあの貢献してないと補算しても1級とか復帰できなくて言うんですよ。なるほどな。そういう考えもあるのかなと思いました。さっきお姉さん貯蓄していきたいなっていうことだと思うんですけど、今の？,000029_本当埋めないとかやっているんですよ。20代で子供を埋めばって言ったら、お母さんそれは無理だよ。あの女性も力持.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000029_本当埋めないとかやっているんですよ。20代で子供を埋めばって言ったら、お母さんそれは無理だよ。あの女性も力持.wav
30,06e_und6-C8.m4a,30,520.326,538.268,17.942,金額っていうのはざっくりどれぐらい言ってもいいの？三千万。うんだけど、ちょっとあの私は四人いるんですけど、一人がちょっと障害者なので、家もあるし、兄弟もいるし、生活保護とかは難しいんじゃないかなと。ただ、他の三人の兄弟に迷惑かけられ。,000030_金額っていうのはざっくりどれぐらい言ってもいいの？三千万。うんだけど、ちょっとあの私は四人いるんですけど、一.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000030_金額っていうのはざっくりどれぐらい言ってもいいの？三千万。うんだけど、ちょっとあの私は四人いるんですけど、一.wav
31,06e_und6-C8.m4a,31,538.268,556.210,17.942,あと私が元気でいることが大事になったからお給料もらってるからいいんですけど。この少年娘は七十五歳まで働くと言ってますよ。五十歳で転職しましたし、やり方あると思うんですよね、いろいろとやっぱり節約したり。だけど私たちのコロナ、お湯使うのも控えたり。,000031_あと私が元気でいることが大事になったからお給料もらってるからいいんですけど。この少年娘は七十五歳まで働くと言.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000031_あと私が元気でいることが大事になったからお給料もらってるからいいんですけど。この少年娘は七十五歳まで働くと言.wav
32,06e_und6-C8.m4a,32,556.210,574.152,17.942,とかお風呂だって満員じゃなかったり、ちょっともう少しみんな改善することが、その分子供、まず産んでほしいなって、そういうことですね。お金かかると言いましたでしょう。でも私も四人いましたけど、お金のこと考えなかったですよ。全部三十六歳で、ゼロ円で、で、会社やったんですけど、はいはいはい。その時何。,000032_とかお風呂だって満員じゃなかったり、ちょっともう少しみんな改善することが、その分子供、まず産んでほしいなって.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000032_とかお風呂だって満員じゃなかったり、ちょっともう少しみんな改善することが、その分子供、まず産んでほしいなって.wav
33,06e_und6-C8.m4a,33,574.152,592.095,17.942,何も買ってやらなかったけど、お風呂もらったりとか、私も家で仕事したりとか、あの車の運転もないし、足も悪かったんですよ。だから家でできる収入を考えて、子供にお金かかなかったんですよ。でも親がね、愛情を持っていれば、お金かけないと子供を産めばいいのにと思うんですけど、今保育園だって、なんか墓も入って。,000033_何も買ってやらなかったけど、お風呂もらったりとか、私も家で仕事したりとか、あの車の運転もないし、足も悪かった.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000033_何も買ってやらなかったけど、お風呂もらったりとか、私も家で仕事したりとか、あの車の運転もないし、足も悪かった.wav
34,06e_und6-C8.m4a,34,592.095,610.037,17.942,やっぱりお金かけないで産んだほうがいいんじゃないかなっていろんな条件があるんでしょうけど私の場合夫もいつも家にいたから育てることができたので４人家事も子どもたちにしてもらったりとかゴミ出したとか送り迎えとかやっぱり子どもたち協力しました。,000034_やっぱりお金かけないで産んだほうがいいんじゃないかなっていろんな条件があるんでしょうけど私の場合夫もいつも家.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000034_やっぱりお金かけないで産んだほうがいいんじゃないかなっていろんな条件があるんでしょうけど私の場合夫もいつも家.wav
35,06e_und6-C8.m4a,35,610.037,627.979,17.942,四人いたら縦の関係で親が困ってたら子供全部協力するんですよ。皆さんに言いたいのは、若い人も少し頑張って子供を増やしてほしいって。そしたら年金のあの問題も片付くじゃないですか。さっきのその経理をしてるお仕事っていうのは、その週で言うと何回ぐらいあるんですか。毎日行ってるんですけど、そうですね。,000035_四人いたら縦の関係で親が困ってたら子供全部協力するんですよ。皆さんに言いたいのは、若い人も少し頑張って子供を.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000035_四人いたら縦の関係で親が困ってたら子供全部協力するんですよ。皆さんに言いたいのは、若い人も少し頑張って子供を.wav
36,06e_und6-C8.m4a,36,627.979,645.921,17.942,九時半から行って、八時間以上いるんですけど、正味仕事は二時間ぐらいで。週で言うと、まあ、何十時間は労働はされてるってことですか。労働ですか。正味二十時間あるかな。で、毎日は行ってるんですよ。土日だって行く時もあります。本当ですか。あのお客さんが来たりする時は。でも、週七の時もある。,000036_九時半から行って、八時間以上いるんですけど、正味仕事は二時間ぐらいで。週で言うと、まあ、何十時間は労働はされ.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000036_九時半から行って、八時間以上いるんですけど、正味仕事は二時間ぐらいで。週で言うと、まあ、何十時間は労働はされ.wav
37,06e_und6-C8.m4a,37,645.921,663.864,17.942,適当にやってますから、日曜日も用があれば行きますし、もう四十年なんですけど、主人でやった時はもう土日も夜もなかったですから、経営者ですから、収入とかね、世のとの喜びはありますよね。サラリーマンとはまた違うと思います。生活する上で、節約とかってやっぱ意識してますよ。持ち物で貯金した。,000037_適当にやってますから、日曜日も用があれば行きますし、もう四十年なんですけど、主人でやった時はもう土日も夜もな.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000037_適当にやってますから、日曜日も用があれば行きますし、もう四十年なんですけど、主人でやった時はもう土日も夜もな.wav
38,06e_und6-C8.m4a,38,663.864,681.806,17.942,今はだから結構収入ありあるでしょう。あのきるもらってるから。だけど貯金を頑張ってるんですよ。鉄薬で言うと、どういうのを意識されてるんですか。鉄薬はね、お湯なんかも、息子は手袋使ってますよ。お湯出さないで、お湯は電気料かかるじゃないですか。だから水でお茶を洗うのに手袋使ってやる。あ、洋服なんかもあんまり。,000038_今はだから結構収入ありあるでしょう。あのきるもらってるから。だけど貯金を頑張ってるんですよ。鉄薬で言うと、ど.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000038_今はだから結構収入ありあるでしょう。あのきるもらってるから。だけど貯金を頑張ってるんですよ。鉄薬で言うと、ど.wav
39,06e_und6-C8.m4a,39,681.806,699.748,17.942,ないし、四十年前とか十年前のもいいし、そんなにかけない。だって主人いないから、そんなにおしゃれは。いやでもそうおしゃれ。今日はあの会社行くのに、ちょっと髪を、料理用にできたんですけど、やる年とっても、着るものなんかは、若い格好したりとかしなきゃ、足が悪かったんだけど。,000039_ないし、四十年前とか十年前のもいいし、そんなにかけない。だって主人いないから、そんなにおしゃれは。いやでもそ.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000039_ないし、四十年前とか十年前のもいいし、そんなにかけない。だって主人いないから、そんなにおしゃれは。いやでもそ.wav
40,06e_und6-C8.m4a,40,699.748,717.690,17.942,手術して歩けるようにして、それはお国のおかげです。だから私が言いたいのは、とても今感謝してるんですよ。みんな、あの困ってる人いっぱいいるかもしれないけれども、こうやって手術するにしても、その国を発達してですね、安いでしょう。それで主人が人工透析だったんですね。腎臓が悪くて、あの十二年間、障害年金をもらって。,000040_手術して歩けるようにして、それはお国のおかげです。だから私が言いたいのは、とても今感謝してるんですよ。みんな.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000040_手術して歩けるようにして、それはお国のおかげです。だから私が言いたいのは、とても今感謝してるんですよ。みんな.wav
41,06e_und6-C8.m4a,41,717.690,735.633,17.942,消費もただでしょ。私は思うのは国型派だと思うんですよ。反対に捉えないとか思うよりも国の予算足りなくなるんじゃないかなと思うんです。医療品にしても長生きしてるでしょ。で、私の友達で、あの、玄関原子受けない人いるんですよ。自分が長生きすると、あの、年金かかるから自然に死にたいって。で、その人は子供。,000041_消費もただでしょ。私は思うのは国型派だと思うんですよ。反対に捉えないとか思うよりも国の予算足りなくなるんじゃ.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000041_消費もただでしょ。私は思うのは国型派だと思うんですよ。反対に捉えないとか思うよりも国の予算足りなくなるんじゃ.wav
42,06e_und6-C8.m4a,42,735.633,753.575,17.942,子供食堂もやってるし、節約してますよ。車をね、辞めたんですよ。七十五で、で、車代がかからないからって、ユニセフに、あの、寄付してました。三十何万の量子書機能見ました。そういうふうに国を考えてる年寄りいっぱいいるんですよ。すごいでしょう。で、あなたお金マシなのったら、年金だけなんだって。子供食堂は月会だけど、毎日子供に、あの。,000042_子供食堂もやってるし、節約してますよ。車をね、辞めたんですよ。七十五で、で、車代がかからないからって、ユニセ.wav,C:\Users\Administrator\Desktop\asr tts\multilingual_voice_sample_package\all_audio_asr_segments_full\voice\000042_子供食堂もやってるし、節約してますよ。車をね、辞めたんですよ。七十五で、で、車代がかからないからって、ユニセ.wav
